b'32.914091,-117.100047,2022-7-29 20:34:32,27.06,1050.34,14.35\r,1,0\r\n'
b'32.914091,-117.100047,2022-7-29 20:34:32,27.25,1052.56,15.06\r,1,0\r\n'
b'32.914084,-117.100058,2022-7-29 20:34:38,27.19,1051.30,15.17\r,1,0\r\n'
b'32.914084,-117.100058,2022-7-29 20:34:38,27.38,1044.08,14.96\r,1,0\r\n'
b'32.914083,-117.100059,2022-7-29 20:34:42,27.38,1046.57,15.41\r,1,0\r\n'
b'32.914083,-117.100059,2022-7-29 20:34:42,27.50,1032.23,15.02\r,1,0\r\n'
b'32.914084,-117.100054,2022-7-29 20:34:46,27.56,1032.23,14.91\r,1,0\r\n'
b'32.914084,-117.100054,2022-7-29 20:34:46,27.50,1034.69,15.31\r,1,0\r\n'
b'32.914086,-117.100054,2022-7-29 20:34:50,27.63,1031.01,15.03\r,1,0\r\n'
b'32.914086,-117.100054,2022-7-29 20:34:50,27.63,1045.05,15.14\r,1,0\r\n'
b'32.914086,-117.100054,2022-7-29 20:34:50,27.63,1031.01,15.09\r,1,0\r\n'
b'32.914087,-117.100054,2022-7-29 20:34:56,27.63,1035.68,14.85\r,1,0\r\n'
b'32.914087,-117.100052,2022-7-29 20:34:58,27.56,1039.13,14.72\r,1,0\r\n'
b'32.914088,-117.100051,2022-7-29 20:35:00,27.56,1034.45,14.93\r,1,0\r\n'
b'32.914090,-117.100049,2022-7-29 20:35:02,27.56,1029.78,15.06\r,1,0\r\n'
b'32.914091,-117.100050,2022-7-29 20:35:04,27.69,1037.89,14.42\r,1,0\r\n'
b'32.914093,-117.100051,2022-7-29 20:35:06,27.69,1034.45,14.77\r,1,0\r\n'
b'32.914092,-117.100050,2022-7-29 20:35:08,27.75,1028.56,14.84\r,1,0\r\n'
b'32.914092,-117.100050,2022-7-29 20:35:08,27.75,1033.22,14.65\r,1,0\r\n'
b'32.914095,-117.100043,2022-7-29 20:35:14,27.63,1042.58,14.46\r,1,0\r\n'
b'32.914095,-117.100043,2022-7-29 20:35:14,27.75,983.79,14.84\r,1,0\r\n'
b'32.914094,-117.100041,2022-7-29 20:35:18,27.69,975.88,15.43\r,1,0\r\n'
b'32.914094,-117.100041,2022-7-29 20:35:18,27.75,984.96,15.14\r,1,0\r\n'
b'32.914090,-117.100040,2022-7-29 20:35:22,27.75,1033.22,15.07\r,1,0\r\n'
b'32.914090,-117.100040,2022-7-29 20:35:22,27.75,1042.58,14.89\r,1,0\r\n'
b'32.914088,-117.100043,2022-7-29 20:35:26,27.75,1037.89,14.94\r,1,0\r\n'
b'32.914088,-117.100043,2022-7-29 20:35:26,27.63,1042.58,15.16\r,1,0\r\n'
b'32.914088,-117.100043,2022-7-29 20:35:26,27.75,1037.89,14.76\r,1,0\r\n'
b'32.914074,-117.100046,2022-7-29 20:35:32,27.63,1037.89,14.49\r,1,0\r\n'
b'32.914072,-117.100043,2022-7-29 20:35:34,27.81,1037.89,14.99\r,1,0\r\n'
b'32.914071,-117.100044,2022-7-29 20:35:36,27.69,1037.89,15.31\r,1,0\r\n'
b'32.914072,-117.100048,2022-7-29 20:35:38,27.75,1037.89,15.56\r,1,0\r\n'
b'32.914073,-117.100045,2022-7-29 20:35:40,27.75,155.07,9.45\r,1,0\r\n'
b'32.914073,-117.100047,2022-7-29 20:35:42,27.75,482.89,7.25\r,1,0\r\n'
